date,txCount,marketcap(USD),price(USD),exchangeVolume(USD),fees,activeAddresses,medianFee,averageDifficulty,paymentCount
2015-11-22,415,3956810.0,0.391161,8345.0,22.0389196334,11611,0.03,723508131.422,4614,
2015-11-23,393,4012210.0,0.396207,7900.0,20.4537016922,12233,0.03,747173354.248,4598,
2015-11-24,467,3963690.0,0.390972,13449.0,22.1067630033,13069,0.024999009778,756470908.666,4991,
2015-11-25,391,3974460.0,0.391612,18839.0,18.7070922933,10227,0.02916085,766620962.857,4581,
2015-11-26,432,3933670.0,0.387136,29751.0,23.8416697799,13298,0.03,730331256.769,4805,
2015-11-27,471,4079510.0,0.401079,30668.0,26.5884493769,12773,0.03,697456452.258,5003,
2015-11-28,424,3930100.0,0.385953,14046.0,22.1341542618,11943,0.0273039450865,706462950.867,4630,
2015-11-29,452,4001630.0,0.392537,14276.0,27.0648243819,14150,0.03,741712150.179,4710,
2015-11-30,604,4095740.0,0.401331,30652.0,40.0066434519,22450,0.03,761581652.794,5707,
2015-12-01,492,4016600.0,0.393141,20746.0,28.6907307406,13859,0.0314052037545,728394604.617,5121,
2015-12-02,445,3846870.0,0.376133,15544.0,25.0691122587,13241,0.03,668039248.372,4985,
2015-12-03,460,3776240.0,0.368825,19257.0,26.865942127,17319,0.0277368956365,692620329.39,4978,
2015-12-04,477,3797980.0,0.370545,22222.0,26.8724256321,12451,0.026958569999,662032733.93,4753,
2015-12-05,641,3815610.0,0.371867,61840.0,31.2054988756,17394,0.024873938781,721534620.435,5774,
2015-12-06,385,4533980.0,0.441376,43779.0,27.0131437261,12769,0.043321352745,787925590.204,4167,
2015-12-07,604,4404700.0,0.428331,29885.0,29.8564302583,15000,0.024068927157,745927275.647,5542,
2015-12-08,339,4335150.0,0.421141,40491.0,19.8304063517,11586,0.0366316,718648659.839,4477,
2015-12-09,437,4451310.0,0.43195,35438.0,24.9154416297,13781,0.02820330442,772900282.905,4721,
2015-12-10,441,4649320.0,0.450669,22548.0,24.5193723013,13722,0.03,754102592.34,4579,
2015-12-11,602,4448200.0,0.430741,19202.0,45.6292483746,22920,0.07,673244381.705,5639,
2015-12-12,450,4751070.0,0.459582,17071.0,30.6468610979,18893,0.0309862192995,717706264.499,4915,
2015-12-13,465,4714140.0,0.455545,28983.0,30.2559425189,15638,0.03,696142378.506,4775,
2015-12-14,585,4910560.0,0.474014,98330.0,33.1231763326,16515,0.03,619173767.986,5737,
2015-12-15,464,5561680.0,0.536327,38572.0,28.8658008744,14646,0.0389585756265,644562861.87,5148,
2015-12-16,453,5769580.0,0.555805,27338.0,29.0916675478,15008,0.03021891,658884748.203,4835,
2015-12-17,435,5394470.0,0.51908,19565.0,23.4569026986,13769,0.029176352552,665252365.025,4956,
2015-12-18,416,5211360.0,0.500976,18904.0,23.5715869,12028,0.0299999999995,681231315.305,4940,
2015-12-19,340,5200550.0,0.499377,23387.0,21.6279061291,11734,0.04,705361124.499,4456,
2015-12-20,628,4930890.0,0.472986,43384.0,45.1168906952,23278,0.0308025516385,690198485.783,5787,
2015-12-21,517,5272120.0,0.505214,56810.0,33.0603409797,15521,0.03,684565512.544,5531,
2015-12-22,479,5101530.0,0.488346,25924.0,30.4182634355,15493,0.03,720634278.297,5071,
2015-12-23,479,5007830.0,0.478893,36501.0,28.3598689945,14577,0.033464650826,689899723.119,4958,
2015-12-24,524,5034380.0,0.480936,23611.0,29.0993990027,14544,0.028920384905,656433339.977,5556,
2015-12-25,303,5129570.0,0.489532,9978.0,19.8054552935,10299,0.05,710533655.583,3982,
2015-12-26,492,5128550.0,0.488908,16968.0,40.3814163117,21270,0.0485250923555,748839730.613,4778,
2015-12-27,539,4713750.0,0.448906,16567.0,24.4987290011,12508,0.024163699398,759074628.723,5075,
2015-12-28,283,4752790.0,0.452179,14727.0,19.3653778909,9635,0.05,683679913.759,3976,
2015-12-29,646,4700130.0,0.446724,14980.0,39.3602237329,25567,0.029959398365,690669394.516,5445,
2015-12-30,442,4806230.0,0.456351,34389.0,29.1629722394,14294,0.04,708080984.132,4645,
2015-12-31,450,4654080.0,0.441443,27510.0,26.7992010347,12782,0.0292587307655,748429453.214,4878,
2016-01-01,489,4967640.0,0.470707,88914.0,27.0093698891,12733,0.02668039,700612991.985,4918,
2016-01-02,468,5264120.0,0.498302,64901.0,29.2072984072,17173,0.030106601653,725871437.815,5200,
2016-01-03,441,5634660.0,0.532842,43237.0,24.3710125588,14441,0.03,705820473.176,4741,
2016-01-04,755,5357790.0,0.506154,29381.0,68.0335784361,47981,0.07,714369707.569,6364,
2016-01-05,462,5482480.0,0.517417,30449.0,27.9262188365,13432,0.04,729844092.717,5083,
2016-01-06,479,5295000.0,0.49922,19057.0,31.9791175007,15737,0.04332,699789012.78,5333,
2016-01-07,444,5341860.0,0.503148,47307.0,25.3221159382,12404,0.037673224982,686158496.839,5303,
2016-01-08,417,5209180.0,0.490154,19424.0,29.9602454966,16236,0.05,720421104.405,4896,
2016-01-09,456,5161200.0,0.485166,29526.0,25.3971108565,12236,0.0299013766665,721238600.3,5102,
2016-01-10,553,5215390.0,0.489759,31087.0,33.3392777474,18342,0.031491062777,753819899.876,6173,
2016-01-11,474,5237660.0,0.491365,22051.0,30.4361075287,14462,0.04,722504169.641,5169,
2016-01-12,451,5135940.0,0.481367,51116.0,26.2049387277,11974,0.03,770158846.593,5084,
2016-01-13,401,5188720.0,0.485822,43051.0,27.212418268,13869,0.04,789304293.022,4715,
2016-01-14,439,5186490.0,0.485144,34524.0,28.9249538991,13945,0.04,756417761.717,5024,
2016-01-15,387,5197330.0,0.485673,43534.0,28.1930997036,14625,0.06,641529168.284,4325,
2016-01-16,406,4573430.0,0.426969,38893.0,28.1061212221,13114,0.035266803823,713909269.389,4335,
2016-01-17,421,5351640.0,0.499139,61136.0,32.6018395838,16586,0.055,755581237.454,4418,
2016-01-18,989,4797500.0,0.447013,65860.0,110.336125794,61884,0.13,699316037.168,6370,
2016-01-19,587,5427510.0,0.505234,91400.0,57.5659335858,27538,0.1,694903241.927,5504,
2016-01-20,770,5842690.0,0.543377,120678.0,64.9206187432,21845,0.07,681411152.905,6358,
2016-01-21,452,5722620.0,0.531672,65915.0,38.3342611885,14860,0.0602015,737700656.665,4779,
2016-01-22,545,5944340.0,0.551754,66462.0,34.7460360403,15011,0.04,744049902.773,5647,
2016-01-23,466,5787340.0,0.536673,187212.0,36.4437641335,17529,0.057980447849,708712047.165,5186,
2016-01-24,633,6653740.0,0.616407,145260.0,47.1428578888,23094,0.06,823858612.824,6160,
2016-01-25,488,6772480.0,0.626776,74134.0,33.9351620467,13822,0.05,824803683.252,5147,
2016-01-26,388,6303850.0,0.582868,85768.0,25.4052176082,10722,0.05,815837618.261,4428,
2016-01-27,517,6329330.0,0.584655,122466.0,37.3915827235,15941,0.05,961076970.132,5108,
2016-01-28,530,6616930.0,0.610622,50054.0,40.0640602689,22055,0.04,918855419.508,5046,
2016-01-29,428,6127640.0,0.564969,82072.0,27.9736330697,12473,0.04,960866441.066,4712,
2016-01-30,343,5602610.0,0.516054,40357.0,20.4054630517,10077,0.035701817826,907000871.834,4063,
2016-01-31,423,5562150.0,0.511871,43787.0,27.2546898925,11764,0.04,886921517.837,4754,
2016-02-01,402,5291940.0,0.486532,42354.0,23.7848571241,10565,0.0398272757265,806690706.411,4612,
2016-02-02,488,5479010.0,0.503276,20583.0,39.5950104805,14855,0.07,789807343.599,4650,
2016-02-03,401,5461780.0,0.501236,26092.0,24.6836487867,12869,0.04,731281649.137,4508,
2016-02-04,530,5397650.0,0.494891,31220.0,31.5251864798,16305,0.0326147029125,752472117.001,5686,
2016-02-05,401,5531990.0,0.506717,49762.0,25.5540936349,10749,0.039452940597,774041584.966,4624,
2016-02-06,379,5394270.0,0.49366,35794.0,24.2139685759,11203,0.036986735448,746297409.863,4638,
2016-02-07,636,5295570.0,0.484194,53520.0,29.8142035279,16742,0.0210959638635,719388836.547,5348,
2016-02-08,335,5235370.0,0.478246,30834.0,23.062610499,10298,0.05689910543,744598843.815,4163,
2016-02-09,352,5277410.0,0.481638,39705.0,23.5618071684,11176,0.05,738069974.453,4158,
2016-02-10,524,5097630.0,0.464797,52572.0,33.7596433699,15244,0.0364336,783024281.754,5597,
2016-02-11,539,5260650.0,0.479195,227183.0,39.2141266254,17662,0.05,818058765.895,5168,
2016-02-12,453,5688740.0,0.517753,173507.0,24.3924243676,12415,0.032386407095,762050499.516,4780,
2016-02-13,1085,6657360.0,0.60533,1044850.0,104.317851698,38814,0.09,757747240.569,7616,
2016-02-14,744,8863020.0,0.805152,564309.0,52.9102868798,23351,0.0359636761755,791558334.273,6463,
2016-02-15,837,9108640.0,0.826702,450366.0,46.5982784271,20214,0.02661727524,826004707.757,6029,
2016-02-16,882,8732960.0,0.791869,846371.0,72.1552370849,32710,0.06,787442625.259,7457,
2016-02-17,724,10508400.0,0.952018,623116.0,50.5468893243,17805,0.04,805994795.738,6650,
2016-02-18,460,8088710.0,0.732115,220495.0,30.8632095544,12405,0.0395100078225,789834866.175,4805,
2016-02-19,477,8569200.0,0.774915,199937.0,31.8241283532,12951,0.04,806963654.838,4826,
2016-02-20,539,9170240.0,0.828511,308919.0,33.8407986438,14704,0.0377955279935,730766011.065,5347,
2016-02-21,645,9108810.0,0.822279,180109.0,32.5568958133,15036,0.028453090926,792621211.937,6075,
2016-02-22,575,8644680.0,0.77964,131583.0,35.3491609917,13249,0.043093255736,817122883.967,5503,
2016-02-23,470,8659060.0,0.780228,81027.0,27.9030587572,14814,0.03,800684417.679,4801,
2016-02-24,527,8412300.0,0.757318,121771.0,37.2088637771,16967,0.05,823042110.045,5205,
2016-02-25,518,8966000.0,0.806463,234953.0,34.0728072232,16996,0.0453086221835,799167590.96,5110,
2016-02-26,490,8971020.0,0.806193,75396.0,33.5229560804,13632,0.047434011836,846743754.241,4875,
2016-02-27,492,9136830.0,0.820387,101882.0,37.3053580293,16364,0.0678656999315,831274898.141,4665,
2016-02-28,428,9239080.0,0.828838,145400.0,27.0004028055,13438,0.034466304941,819243430.323,4648,
2016-02-29,615,9709570.0,0.870271,136190.0,35.8475976102,16245,0.03,779062163.594,5921,
2016-03-01,548,9715260.0,0.870027,204620.0,37.340959038,18194,0.04,778274538.441,5556,
2016-03-02,492,9459500.0,0.846396,127689.0,29.0742678412,12407,0.04,772019350.207,4903,
2016-03-03,861,9215560.0,0.823845,782236.0,67.6913972944,27638,0.06,793391723.424,6635,
2016-03-04,1190,12255400.0,1.09,822636.0,113.340754661,50031,0.1,797162204.385,11110,
2016-03-05,1262,12335200.0,1.1,1150340.0,100.151456228,38092,0.07,792689719.847,8878,
2016-03-06,876,13405300.0,1.2,912620.0,63.7960169205,22480,0.06,782903561.007,6174,
2016-03-07,783,13540700.0,1.21,514730.0,67.7512684274,32164,0.06,832482974.339,6056,
2016-03-08,556,12128800.0,1.08,339627.0,45.217484178,15241,0.08,834374018.708,5127,
2016-03-09,645,13340700.0,1.19,826080.0,44.2639001514,18778,0.05,827740959.169,6144,
2016-03-10,622,14035500.0,1.25,437740.0,40.6541540367,20652,0.04,857561191.972,5791,
2016-03-11,470,12350800.0,1.1,134947.0,30.2159179764,12895,0.04,847823812.79,5419,
2016-03-12,485,12375400.0,1.1,332215.0,32.0277737638,14181,0.04,866359262.566,5057,
2016-03-13,582,13009500.0,1.15,276132.0,46.3505099019,19231,0.06,885271033.391,5184,
2016-03-14,758,13996400.0,1.24,195842.0,38.583079694,18392,0.028857126259,783216106.407,6806,
2016-03-15,664,12636200.0,1.12,221688.0,49.8471863138,24841,0.0405935730375,813238328.252,6026,
2016-03-16,529,12879300.0,1.14,156281.0,28.7882415189,13941,0.03,836366246.3,4986,
2016-03-17,471,12979400.0,1.15,510610.0,27.9910946545,12156,0.04,843216929.965,4626,
2016-03-18,788,14849600.0,1.31,408786.0,65.831759166,25821,0.07,849646538.709,7153,
2016-03-19,644,13006700.0,1.15,273033.0,51.939879834,18791,0.0646193874845,900665074.734,6487,
2016-03-20,817,13655000.0,1.2,979776.0,73.4451664949,30531,0.07,931891306.805,7574,
2016-03-21,745,17283300.0,1.52,819654.0,53.4521027842,24996,0.05,868230956.847,6265,
2016-03-22,833,16789700.0,1.48,601296.0,68.553136948,33149,0.07,924651326.761,8625,
2016-03-23,561,15365800.0,1.35,439967.0,55.4000273818,23998,0.07,913938051.606,5806,
2016-03-24,532,16565500.0,1.45,1231660.0,81.8480807572,22338,0.1,1247908278.43,7149,
2016-03-25,794,19285200.0,1.69,742739.0,118.992063643,30926,0.1,1486221142.49,8257,
2016-03-26,662,18282700.0,1.6,505566.0,103.915237876,30387,0.1,1875575999.52,6547,
2016-03-27,736,19298200.0,1.69,981701.0,104.865208079,31588,0.1,1896526144.42,7694,
2016-03-28,565,17537000.0,1.53,591183.0,64.8383956329,19407,0.07,1859899787.36,5985,
2016-03-29,546,17031100.0,1.49,324528.0,62.9902655,20919,0.0985,1953791704.54,5478,
2016-03-30,654,16984700.0,1.48,324062.0,57.0877622356,18366,0.05,1708135590.42,6331,
2016-03-31,632,16467000.0,1.44,197875.0,78.4781635493,29794,0.07,1820731713.01,6751,
2016-04-01,387,16163900.0,1.41,353597.0,28.9839412542,10435,0.07,1687896659.99,4676,
2016-04-02,838,16776400.0,1.46,438901.0,205.299015101,103889,0.1,1757060412.89,9115,
2016-04-03,537,17571800.0,1.53,255047.0,59.4123439604,20171,0.08,1778103356.69,5436,
2016-04-04,506,17833100.0,1.55,296207.0,43.22023408,13800,0.06,1882529045.7,5271,
2016-04-05,542,18159400.0,1.58,404485.0,39.5570277265,13746,0.05,2001245132.88,5427,
2016-04-06,432,17481400.0,1.52,253803.0,37.4133777383,12964,0.06,1900995658.91,4761,
2016-04-07,439,17377700.0,1.51,293003.0,35.2097178651,12199,0.05534359,1603600393.96,5433,
2016-04-08,428,17391700.0,1.51,535958.0,42.7809275968,14790,0.09,1596201405.69,5140,
2016-04-09,531,14502600.0,1.26,937009.0,45.8504558962,15030,0.05,1738808704.78,5907,
2016-04-10,521,13205500.0,1.14,1270300.0,42.7082937402,15797,0.064445540001,1624744646.49,6077,
2016-04-11,482,12947200.0,1.12,307904.0,52.1445421234,15408,0.07,1527653875.06,5815,
2016-04-12,461,11826700.0,1.02,607158.0,39.8818974506,13405,0.06,1482489209.87,5533,
2016-04-13,432,10937600.0,0.944542,411783.0,31.0853121391,11598,0.05949163,1503196178.99,5200,
2016-04-14,579,11927900.0,1.03,199039.0,99.571542021,69192,0.1,1578454768.95,6122,
2016-04-15,512,11676400.0,1.01,366008.0,70.7173112756,28263,0.070563860875,1467058527.93,6100,
2016-04-16,385,11497200.0,0.990496,111910.0,38.8828789061,13107,0.070764564114,1424449898.67,4772,
2016-04-17,463,11365600.0,0.978342,306365.0,71.3287327212,28423,0.1,1472963355.15,5835,
2016-04-18,383,12039000.0,1.04,294792.0,33.4668486557,11490,0.09,1488538947.06,4970,
2016-04-19,387,12966100.0,1.11,279257.0,37.438448287,11831,0.07,1520799418.48,4841,
2016-04-20,418,12979400.0,1.11,317076.0,34.9250359882,11546,0.050401,1529873826.69,5232,
2016-04-21,392,12296600.0,1.06,217840.0,39.2130456002,14594,0.08563706,1586652607.98,4693,
2016-04-22,378,11296200.0,0.96843,142996.0,35.5187563317,11792,0.08,1693986193.09,4629,
2016-04-23,303,11414300.0,0.977764,111624.0,28.3835341476,9847,0.080237130001,1690516546.57,3904,
2016-04-24,451,12074100.0,1.03,117386.0,35.8148356876,11625,0.08,1623176195.93,4978,
2016-04-25,364,11946300.0,1.02,209133.0,30.479014633,10114,0.07,1682991312.33,4487,
2016-04-26,317,11259900.0,0.962278,339835.0,28.6744762681,9934,0.08,1613891311.24,4202,
2016-04-27,478,10469100.0,0.894009,300067.0,44.4975711881,24359,0.0639805,1561539030.38,4739,
2016-04-28,447,11056500.0,0.943459,98147.0,34.9866491731,14544,0.0743,1460108604.94,5511,
2016-04-29,511,10610600.0,0.904687,101368.0,49.2336986681,19162,0.05,1533020408.35,5371,
2016-04-30,315,10370200.0,0.883464,127183.0,28.5591115949,9170,0.08,1746874147.63,3749,
2016-05-01,265,10770300.0,0.916798,64193.0,23.350564349,8288,0.08,1741614218.95,3679,
2016-05-02,507,10712600.0,0.911209,212997.0,37.4038004987,12720,0.04635503,1686616981.28,6086,
2016-05-03,322,11338900.0,0.963722,103842.0,26.914126934,9270,0.08983651,1666787699.3,4570,
2016-05-04,363,10803000.0,0.91748,102053.0,33.58321506,11441,0.06468432,1570358201.58,4595,
2016-05-05,381,10799800.0,0.916448,76568.0,33.8059096995,10458,0.05554472,1718349699.44,4730,
2016-05-06,312,10696600.0,0.906994,71046.0,29.9642368415,10454,0.08,1677370478.0,3948,
2016-05-07,302,10350800.0,0.877036,110546.0,25.377348393,8934,0.07,1614051309.77,4024,
2016-05-08,362,10400200.0,0.880503,76975.0,29.3426525754,9343,0.05386547,1768921128.94,4521,
2016-05-09,366,10032500.0,0.848722,91542.0,29.4267011215,10130,0.07896163,1741219328.33,4913,
2016-05-10,379,9770550.0,0.825951,134752.0,29.7230227295,10851,0.06,1683120874.72,4571,
2016-05-11,374,9812260.0,0.828834,51107.0,37.4105617643,11844,0.09,1690813498.04,4593,
2016-05-12,376,10187100.0,0.859854,88976.0,43.1870790853,12918,0.1,1619319102.89,4679,
2016-05-13,375,10381100.0,0.875739,66386.0,47.158865107,20209,0.1,1678432454.24,4801,
2016-05-14,275,10051600.0,0.847938,27725.0,32.2789856725,10918,0.1,1594974904.82,3838,
2016-05-15,443,9941400.0,0.838644,56531.0,38.7744818881,12131,0.05242739,1669654498.89,4809,
2016-05-16,464,9796400.0,0.826412,107300.0,71.1650516004,19658,0.1,1835243894.23,5353,
2016-05-17,357,9700450.0,0.818318,125123.0,34.7232108145,11266,0.05209272,1775440635.24,4442,
2016-05-18,315,9638580.0,0.813099,214210.0,31.3771639162,9403,0.0799,1708851153.16,4136,
2016-05-19,428,9963010.0,0.840467,139069.0,36.7278759358,12901,0.05,1700667326.41,4797,
2016-05-20,415,10180100.0,0.858781,314964.0,42.4425819761,12894,0.07,1696253483.14,4846,
2016-05-21,424,11148000.0,0.940434,115767.0,43.0884397411,12741,0.1,1632388217.59,4684,
2016-05-22,435,11561800.0,0.975337,194865.0,37.9962331244,11961,0.05,1678759677.47,4968,
2016-05-23,321,11125300.0,0.938519,120334.0,28.6552969493,9712,0.1,1654839844.28,4428,
2016-05-24,311,10932800.0,0.914471,220308.0,37.2045551203,11267,0.08,1716070347.18,3872,
2016-05-25,497,10758600.0,0.899239,87610.0,76.6814736442,20719,0.1,1627048731.31,5328,
2016-05-26,321,10366800.0,0.865867,100025.0,26.7653382339,9452,0.06,1536803243.49,4023,
2016-05-27,486,10306700.0,0.860189,151612.0,69.2794509218,18057,0.12,1589317700.05,4572,
2016-05-28,361,10333800.0,0.861864,174774.0,29.7893171085,10628,0.05,1520119800.91,4523,
2016-05-29,358,11139000.0,0.928311,188141.0,57.6001280581,16080,0.1,1614067913.25,4142,
2016-05-30,491,10573600.0,0.880528,66482.0,56.8243611174,19421,0.07,1566994144.78,5509,
2016-05-31,397,10932000.0,0.909725,156718.0,42.8976398507,13092,0.1,1560441851.86,4827,
2016-06-01,644,11234300.0,0.934166,105338.0,78.9086126396,20725,0.1,1600289358.25,5966,
2016-06-02,355,10992500.0,0.913437,39987.0,31.0087785765,10857,0.082112000303,1552919821.23,4634,
2016-06-03,359,11159300.0,0.926588,74145.0,28.0856443693,9326,0.070000000001,1672749284.19,4808,
2016-06-04,348,11340400.0,0.940914,91404.0,36.3396306454,13917,0.08218217,1673507908.79,4060,
2016-06-05,480,11742600.0,0.973615,87680.0,37.1916712276,11837,0.047941002553,1711731588.7,5754,
2016-06-06,397,12135000.0,1.01,89836.0,41.7369739555,12716,0.09,1740140446.25,4546,
2016-06-07,304,12082300.0,1.0,86376.0,26.706014664,10014,0.098261646768,1668973832.92,4060,
2016-06-08,396,12232100.0,1.01,70837.0,34.5779518305,13782,0.08,1685975625.49,4735,
2016-06-09,383,12029500.0,0.994472,483161.0,39.2228494812,14168,0.1,1825564278.91,4390,
2016-06-10,359,13495300.0,1.11,267163.0,30.9757979558,10233,0.09089226009,1754037347.36,4701,
2016-06-11,542,13832200.0,1.14,207863.0,37.0145072634,12482,0.0417609,1747044803.43,6000,
2016-06-12,389,13806400.0,1.14,285841.0,40.3954125744,12559,0.1,1825930002.49,4603,
2016-06-13,531,15197600.0,1.25,276844.0,50.2561846485,16749,0.07,1762938990.38,5744,
2016-06-14,408,15568200.0,1.28,268605.0,37.8652943557,12680,0.095,1901794251.95,5050,
2016-06-15,525,16664500.0,1.37,334636.0,65.376784735,19842,0.1,1950688861.86,5697,
2016-06-16,587,17829600.0,1.47,349747.0,67.6173968865,21029,0.06444701,1839012485.56,6551,
2016-06-17,471,19121000.0,1.57,643511.0,51.3606638097,14926,0.095,1812149835.25,5298,
2016-06-18,902,21492400.0,1.77,2663250.0,95.7188840462,27234,0.06,1995680871.58,8595,
2016-06-19,623,24740500.0,2.03,663871.0,52.8479298431,16785,0.06254135,1920017002.13,7147,
2016-06-20,554,22717200.0,1.86,570846.0,53.5052190795,19232,0.08,1992396405.64,5970,
2016-06-21,538,22278200.0,1.83,543359.0,46.38249515,13980,0.0819149001045,1948408800.8,6094,
2016-06-22,464,19621200.0,1.61,376492.0,40.6286890797,12805,0.06714244,1937791026.77,5220,
2016-06-23,432,18208400.0,1.49,198638.0,35.8844828553,11967,0.07,1904866581.1,4904,
2016-06-24,383,19077300.0,1.56,241911.0,35.8292948754,13255,0.075,1880280118.67,4750,
2016-06-25,412,19305300.0,1.58,168083.0,33.5064258033,11551,0.06195154,1958291410.12,4976,
2016-06-26,373,19071300.0,1.56,75189.0,29.3695435444,9978,0.06458027,1921592461.58,4546,
2016-06-27,450,18138600.0,1.48,184373.0,35.0289296681,16229,0.0600000000005,1915894579.14,5401,
2016-06-28,531,18129100.0,1.48,173566.0,49.3617675854,14982,0.08,1858815675.01,6143,
2016-06-29,505,18335500.0,1.49,314944.0,50.112616058,15799,0.1,1947468563.67,5862,
2016-06-30,473,18945900.0,1.54,232728.0,37.652314586,14621,0.08,2048043628.15,5449,
2016-07-01,418,19525900.0,1.59,148728.0,35.0585157904,10790,0.1,1995923102.63,5309,
2016-07-02,497,20444700.0,1.66,228270.0,36.7532315141,11862,0.05,1991615468.63,5118,
2016-07-03,578,21541800.0,1.75,326072.0,45.9638173612,15669,0.05470758,2114507751.91,5983,
2016-07-04,464,20912300.0,1.7,151474.0,46.0854381959,12160,0.1,2313819806.34,5068,
2016-07-05,491,21078100.0,1.71,154989.0,39.0220889636,13870,0.07,2357376900.41,5280,
2016-07-06,697,21273100.0,1.73,510090.0,65.1103892787,20343,0.06219191,2361114957.49,7075,
2016-07-07,729,23934100.0,1.94,1565910.0,71.7293193701,21977,0.083846955,2399162316.79,7049,
2016-07-08,546,23471600.0,1.9,433750.0,57.7141699424,16525,0.09,2660403594.46,6055,
2016-07-09,429,24528700.0,1.99,307833.0,35.669315176,11349,0.075,2687431472.2,5153,
2016-07-10,416,24175800.0,1.96,224404.0,37.925577781,11354,0.07,2579936219.26,4421,
2016-07-11,573,23651500.0,1.91,213005.0,41.7143388011,14505,0.05527302,2724447731.62,6639,
2016-07-12,525,24548500.0,1.98,347642.0,44.1130768287,12887,0.07,2818314374.78,5800,
2016-07-13,545,24510200.0,1.98,294296.0,42.2400534892,17361,0.05963147,2734166067.76,5956,
2016-07-14,430,24010100.0,1.94,172552.0,36.6448331444,10965,0.077123355579,2654825511.08,4634,
2016-07-15,412,24905300.0,2.01,189098.0,39.8305770737,14321,0.0750080656445,2938898128.57,4353,
2016-07-16,418,24821700.0,2.0,69994.0,26.9472574941,9335,0.04,2921462674.34,4081,
2016-07-17,461,24567700.0,1.98,167463.0,37.8263004378,14299,0.09,2750464952.88,4606,
2016-07-18,465,24730000.0,1.99,108747.0,45.8482704346,13545,0.09,2807895690.36,5170,
2016-07-19,419,24268200.0,1.95,206251.0,32.7847110073,12251,0.08,3055820198.18,4931,
2016-07-20,484,23690500.0,1.9,368224.0,35.0358300056,13746,0.05,2863855899.67,4855,
2016-07-21,525,22060100.0,1.77,143002.0,43.8624779132,13558,0.06,2978416859.51,5624,
2016-07-22,363,21524900.0,1.73,183573.0,35.0806617082,10423,0.095,2918927706.12,4492,
2016-07-23,409,22802400.0,1.83,132721.0,35.1038849821,12801,0.08003,2541244336.04,4817,
2016-07-24,370,23663800.0,1.9,161485.0,31.7011116307,16497,0.07,2559819102.45,3876,
2016-07-25,345,23229400.0,1.86,94316.0,30.738065469,10455,0.08,2591625795.76,3908,
2016-07-26,496,23060800.0,1.85,268872.0,38.1731562848,14587,0.051535755,2393724603.63,5470,
2016-07-27,405,22861700.0,1.83,257870.0,30.8780133933,12854,0.07,2424810403.43,4558,
2016-07-28,461,24317300.0,1.94,190937.0,39.8257323851,16752,0.06399805,2439915418.11,5061,
2016-07-29,357,23201700.0,1.85,106495.0,28.0837977354,9551,0.06,2529111724.38,4087,
2016-07-30,365,23864700.0,1.91,71012.0,31.013879701,10618,0.1,2645889342.39,4115,
2016-07-31,546,23977300.0,1.91,147277.0,45.6847951202,14791,0.06,2464844347.56,6080,
2016-08-01,433,22827700.0,1.82,170108.0,36.9099911411,11106,0.07,2603683412.06,4812,
2016-08-02,415,21299600.0,1.7,303492.0,32.821255261,10220,0.055,2527484777.91,4510,
2016-08-03,411,18765200.0,1.49,190375.0,34.9517009362,10354,0.074510497216,2382116476.19,4685,
2016-08-04,529,19787700.0,1.57,497557.0,44.0508880258,15130,0.09,2449188432.76,5916,
2016-08-05,376,23238600.0,1.85,134743.0,32.8655966687,9922,0.09,2501519643.01,4492,
2016-08-06,426,22548300.0,1.79,268046.0,36.0634079978,14240,0.07,2632308943.02,4786,
2016-08-07,585,23712300.0,1.88,268531.0,76.5057185317,21134,0.1,2432059567.19,5114,
2016-08-08,435,23901200.0,1.9,199176.0,39.1144675944,11337,0.1,2508231530.09,5403,
2016-08-09,534,23990400.0,1.9,245059.0,54.4748360031,15931,0.08,2282772601.42,5545,
2016-08-10,478,25834000.0,2.05,210706.0,42.6840650453,12819,0.06,2402448763.81,4935,
2016-08-11,403,25436700.0,2.02,129604.0,31.2061492299,10707,0.06,2468669627.92,4390,
2016-08-12,398,24956600.0,1.98,122922.0,34.6988320355,11194,0.05094195,2524027234.81,4409,
2016-08-13,397,24686400.0,1.95,123245.0,35.6707354465,12961,0.07,2406567228.79,4440,
2016-08-14,439,25091800.0,1.98,396280.0,28.9520222008,11148,0.04505883,2479718187.84,4679,
2016-08-15,614,25383800.0,2.01,849798.0,55.7326885641,19474,0.06,2391260716.11,6217,
2016-08-16,744,27615300.0,2.18,760398.0,76.8445829867,23917,0.060650351804,2597688742.46,7266,
2016-08-17,648,27893300.0,2.2,449444.0,53.5630883466,15855,0.0690875,2432390329.14,5951,
2016-08-18,547,28372900.0,2.24,381203.0,52.0899170491,16449,0.07,2617299799.63,5688,
2016-08-19,532,27739300.0,2.19,313760.0,36.8275036633,13253,0.04695,2600406278.27,5407,
2016-08-20,737,29221300.0,2.3,1869560.0,58.3233495773,21328,0.05,2441895114.62,6984,
2016-08-21,743,30968100.0,2.44,790717.0,71.111083096,20500,0.07,2392002905.78,6980,
2016-08-22,1893,32141200.0,2.53,18149400.0,147.188033994,47532,0.04250074,2474423095.86,16926,
2016-08-23,1862,51189700.0,4.03,21058200.0,149.957395436,52092,0.04,2664692705.42,17491,
2016-08-24,1340,59342000.0,4.66,6796020.0,111.167078584,34762,0.041452865,2871800103.63,12323,
2016-08-25,1187,56851200.0,4.46,7337870.0,93.7954269677,28748,0.04,2751329255.92,11289,
